trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status,distance,is_outlier,fare
TR10386,USR1174,member,BK286,classic,ST105,ST107,2024-10-06 20:42:00,2024-10-06 20:49:36,7.6,5.04,cancelled,0.050466934917826375,False,0.6105233467458913
TR10387,USR1032,member,BK302,classic,ST112,ST108,2024-10-12 15:37:00,2024-10-12 15:55:56,18.9,10.32,completed,0.10427614483187862,False,1.517213807241594
TR10388,USR1161,member,BK265,classic,ST104,ST113,2024-05-01 19:43:00,2024-05-01 19:54:54,11.9,13.77,completed,0.14262770359575944,False,4.198894155539365
TR10389,USR1128,member,BK261,classic,ST104,ST109,2024-07-30 11:47:00,2024-07-30 12:40:55,53.9,8.61,cancelled,0.16933760013653099,False,4.320466880006827
TR10390,USR1053,member,BK285,classic,ST100,ST108,2024-08-01 11:34:00,2024-08-01 12:47:19,73.3,6.3,completed,0.0969334706383672,False,5.868846673531918
TR10391,USR1004,member,BK227,classic,ST111,ST111,2024-03-27 19:32:00,2024-03-27 19:46:05,14.1,4.92,completed,0.0,False,4.672499999999999
TR10392,USR1011,member,BK226,classic,ST103,ST106,2024-01-30 07:44:00,2024-01-30 08:04:50,20.8,6.91,completed,0.11904213884167268,False,6.197856320826252
TR10393,USR1062,casual,BK331,classic,ST113,ST102,2024-04-25 21:33:00,2024-04-25 21:35:00,2.0,3.91,cancelled,0.06825704467671839,False,1.3068257044676719
TR10394,USR1161,casual,BK336,classic,ST101,ST111,2024-04-30 15:17:00,2024-04-30 15:19:00,2.0,1.07,completed,0.06849815642774768,False,1.3068498156427748
TR10395,USR1080,casual,BK317,classic,ST105,ST108,2024-12-29 16:46:00,2024-12-29 16:53:07,7.1,10.62,completed,0.03566193103296973,False,2.068566193103297
TR10396,USR1105,casual,BK285,classic,ST110,ST110,2024-03-19 13:06:00,2024-03-19 13:09:32,3.5,7.94,completed,0.0,False,1.525
TR10397,USR1080,member,BK270,electric,ST112,ST100,2024-10-18 13:04:00,2024-10-18 13:06:21,2.4,3.3,completed,0.01167746397982057,False,0.19258387319899103
TR10398,USR1080,casual,BK329,classic,ST113,ST109,2024-03-11 18:51:00,2024-03-11 19:07:57,17.0,6.91,completed,0.12552883683441013,False,5.343829325525161
TR10399,USR1040,member,BK261,classic,ST104,ST104,2024-01-27 11:35:00,2024-01-27 11:48:05,13.1,2.32,completed,0.0,False,1.048
TR10400,USR1189,member,BK258,classic,ST101,ST112,2024-11-13 09:21:00,2024-11-13 09:31:17,10.3,5.02,completed,0.07757382750644354,False,3.8291360741259663
TR10401,USR1044,casual,BK243,electric,ST108,ST103,2024-01-09 09:49:00,2024-01-09 10:01:38,12.6,2.77,completed,0.09290205450903871,False,4.3489353081763555
TR10402,USR1153,member,BK336,classic,ST101,ST112,2024-10-24 14:41:00,2024-10-24 14:58:33,17.6,2.2,completed,0.07757382750644354,False,1.4118786913753223
TR10403,USR1043,member,BK315,electric,ST102,ST114,2024-06-29 07:58:00,2024-06-29 08:11:14,13.2,6.7,completed,0.03187891146196827,False,4.474781836719295
TR10404,USR1162,member,BK270,classic,ST104,ST114,2024-04-16 06:10:00,2024-04-16 06:30:18,20.3,11.8,completed,0.07694086899041135,False,1.6278470434495207
TR10405,USR1039,casual,BK212,electric,ST111,ST100,2024-02-16 15:06:00,2024-02-16 15:13:17,7.3,13.05,completed,0.1313490826195598,False,2.1081349082619556
TR10406,USR1174,member,BK329,electric,ST112,ST102,2024-01-12 08:41:00,2024-01-12 09:36:05,55.1,14.19,completed,0.10411353120512228,False,13.91311702968077
TR10407,USR1087,casual,BK330,classic,ST111,ST108,2024-04-05 15:59:00,2024-04-05 17:10:38,71.6,5.2,completed,0.06760847610322246,False,11.74676084761032
TR10408,USR1171,casual,BK270,classic,ST105,ST108,2024-08-29 16:26:00,2024-08-29 16:59:07,33.1,5.45,completed,0.03566193103296973,False,5.968566193103297
TR10409,USR1014,casual,BK229,classic,ST108,ST109,2024-12-17 07:47:00,2024-12-17 07:49:00,2.0,9.65,completed,0.07911186921063063,False,1.9618667803815946
TR10410,USR1094,member,BK235,electric,ST108,ST113,2024-07-12 20:11:00,2024-07-12 20:33:24,22.4,2.91,completed,0.06247612869728891,False,1.7951238064348642
TR10411,USR1136,member,BK244,electric,ST107,ST113,2024-06-10 17:21:00,2024-06-10 17:24:51,3.9,10.86,completed,0.06387139431701704,False,2.3870807091475523
TR10412,USR1192,member,BK295,electric,ST100,ST112,2024-06-12 11:02:00,2024-06-12 11:09:18,7.3,11.47,completed,0.01167746397982057,False,0.584583873198991
TR10413,USR1174,casual,BK329,classic,ST106,ST114,2024-07-24 11:11:00,2024-07-24 11:20:46,9.8,10.14,completed,0.02540783825908858,False,2.4725407838259086
TR10414,USR1136,casual,BK265,classic,ST108,ST105,2024-02-13 07:04:00,2024-02-13 07:06:43,2.7,6.33,completed,0.03566193103296973,False,2.112849289654945
TR10415,USR1156,member,BK251,classic,ST102,ST100,2024-03-23 19:53:00,2024-03-23 19:55:24,2.4,12.32,cancelled,0.09488869505373196,False,2.0542333042580596
TR10416,USR1007,member,BK227,classic,ST108,ST114,2024-10-04 07:44:00,2024-10-04 09:36:22,112.4,3.77,completed,0.05131211920199831,True,26.7976968178803
TR10417,USR1103,casual,BK241,classic,ST106,ST114,2024-02-23 16:28:00,2024-02-23 16:30:17,2.3,1.45,cancelled,0.02540783825908858,False,1.3475407838259088
TR10418,USR1156,casual,BK251,classic,ST100,ST100,2024-07-12 11:07:00,2024-07-12 11:16:28,9.5,2.43,completed,0.0,False,2.425
TR10419,USR1128,member,BK285,electric,ST112,ST103,2024-03-13 12:03:00,2024-03-13 12:16:52,13.9,14.92,completed,0.1438121904603346,False,1.1191906095230169
TR10420,USR1039,member,BK283,electric,ST111,ST103,2024-04-20 18:21:00,2024-04-20 18:27:37,6.6,3.78,completed,0.15732029489229982,False,3.0085980442338447
TR10421,USR1053,member,BK327,classic,ST103,ST107,2024-07-29 21:38:00,2024-07-29 23:10:41,92.7,7.38,completed,0.14971625855931653,False,7.423485812927966
TR10422,USR1130,casual,BK325,electric,ST101,ST110,2024-10-01 11:45:00,2024-10-01 12:07:49,22.8,9.97,completed,0.08604972776830942,False,4.428604972776831
TR10423,USR1032,casual,BK201,electric,ST106,ST110,2024-12-24 09:24:00,2024-12-24 09:54:08,30.1,11.67,completed,0.07479924919409085,False,8.283719887379114
TR10424,USR1040,member,BK312,electric,ST108,ST112,2024-03-29 09:10:00,2024-03-29 10:16:42,66.7,10.3,completed,0.10427614483187862,False,16.523141421724784
TR10425,USR1103,casual,BK244,classic,ST111,ST110,2024-11-08 06:35:00,2024-11-08 06:39:32,4.5,1.39,completed,0.10779380600479702,False,1.6857793806004795
TR10426,USR1064,casual,BK283,electric,ST112,ST114,2024-04-19 11:41:00,2024-04-19 12:04:47,23.8,9.44,completed,0.1296627695215529,False,4.582966276952155
TR10427,USR1122,member,BK202,electric,ST100,ST101,2024-06-17 15:09:00,2024-06-17 15:16:36,7.6,8.12,completed,0.06826309410654922,False,0.6114131547053274
TR10428,USR1000,casual,BK336,classic,ST101,ST103,2024-05-11 16:53:00,2024-05-11 16:55:00,2.0,8.51,completed,0.11683990294843889,False,1.3116839902948438
TR10429,USR1052,casual,BK244,classic,ST103,ST101,2024-08-31 16:26:00,2024-08-31 16:48:27,22.5,2.65,completed,0.11683990294843889,False,4.386683990294844
TR10430,USR1023,member,BK226,electric,ST114,ST103,2024-01-17 12:47:00,2024-01-17 12:56:36,9.6,7.31,completed,0.14189984716341533,False,0.7750949923581708
TR10431,USR1049,casual,BK295,electric,ST111,ST113,2024-10-18 12:00:00,2024-10-18 12:09:45,9.8,14.82,completed,0.07289762092139786,False,2.4772897620921395
TR10432,USR1081,member,BK317,electric,ST102,ST104,2024-04-04 10:29:00,2024-04-04 10:56:53,27.9,7.48,completed,0.08753821186773444,False,2.2363769105933864
TR10433,USR1040,member,BK333,classic,ST106,ST112,2024-06-09 16:52:00,2024-06-09 17:06:29,14.5,9.84,completed,0.11147429562459679,False,1.1655737147812297
TR10434,USR1034,member,BK300,electric,ST111,ST105,2024-07-04 06:43:00,2024-07-04 06:45:00,2.0,12.4,cancelled,0.05924607507675207,False,0.1629623037538376
TR10435,USR1053,member,BK317,classic,ST101,ST111,2024-05-13 15:24:00,2024-05-13 15:38:44,14.7,0.71,completed,0.06849815642774768,False,1.1794249078213874
TR10436,USR1161,member,BK235,classic,ST106,ST100,2024-09-21 18:21:00,2024-09-21 18:23:00,2.0,9.26,completed,0.10210958549519314,False,1.9653164378242791
TR10437,USR1049,member,BK270,classic,ST106,ST112,2024-05-02 20:02:00,2024-05-02 20:07:05,5.1,3.43,completed,0.11147429562459679,False,0.41357371478122984
TR10438,USR1145,member,BK285,classic,ST102,ST102,2024-01-08 20:03:00,2024-01-08 20:05:00,2.0,0.87,completed,0.0,False,0.16
TR10439,USR1135,member,BK241,classic,ST113,ST112,2024-11-22 20:06:00,2024-11-22 20:08:00,2.0,3.19,completed,0.1667215234335353,False,0.16833607617167676
TR10440,USR1008,casual,BK261,classic,ST107,ST107,2024-11-01 17:24:00,2024-11-01 17:27:23,3.4,2.29,completed,0.0,False,2.265
TR10441,USR1071,member,BK328,electric,ST114,ST104,2024-01-25 18:42:00,2024-01-25 19:02:13,20.2,1.61,completed,0.07694086899041135,False,6.05654113034856
TR10442,USR1131,member,BK295,classic,ST114,ST108,2024-08-19 06:03:00,2024-08-19 06:07:52,4.9,1.93,,0.05131211920199831,False,0.39456560596009993
TR10443,USR1004,member,BK253,classic,ST113,ST112,2024-09-25 10:24:00,2024-09-25 10:26:00,2.0,9.45,completed,0.1667215234335353,False,0.16833607617167676
TR10444,USR1039,casual,BK329,classic,ST111,ST114,2024-04-23 20:56:00,2024-04-23 21:22:03,26.1,12.73,completed,0.016389647952289345,False,4.916638964795229
TR10445,USR1102,member,BK253,electric,ST107,ST108,2024-07-11 16:54:00,2024-07-11 17:17:41,23.7,0.74,completed,0.06161524750416907,False,1.8990807623752084
TR10446,USR1089,casual,BK258,electric,ST100,ST102,2024-01-28 22:36:00,2024-01-28 23:05:26,29.4,2.53,completed,0.09488869505373196,False,5.419488869505372
TR10447,USR1039,member,BK295,classic,ST105,ST105,2024-01-16 21:34:00,2024-01-16 21:46:36,12.6,2.43,completed,0.0,False,1.008
TR10448,USR1014,casual,BK202,classic,ST105,ST106,2024-04-24 16:42:00,2024-04-24 16:55:32,13.5,5.69,completed,0.03733206751574326,False,3.0287332067515744
TR10449,USR1049,member,BK291,classic,ST110,ST112,2024-03-28 20:39:00,2024-03-28 20:46:20,7.3,7.36,completed,0.141130306855044,False,0.5910565153427522
TR10450,USR1043,member,BK328,classic,ST114,ST104,2024-03-30 13:47:00,2024-03-30 13:50:29,3.5,6.89,completed,0.07694086899041135,False,0.2838470434495206
TR10451,USR1171,member,BK295,classic,ST101,ST108,2024-05-13 16:56:00,2024-05-13 17:02:56,6.9,1.82,completed,0.03460805832461491,False,0.5537304029162308
TR10452,USR1189,casual,BK238,classic,ST100,ST107,2024-01-19 22:51:00,2024-01-19 23:04:04,13.1,8.06,cancelled,0.1318901845665544,False,2.9781890184566553
TR10453,USR1040,member,BK244,classic,ST101,ST108,2024-08-13 21:53:00,2024-08-13 22:54:03,61.1,8.8,completed,0.03460805832461491,False,4.88973040291623
TR10454,USR1088,casual,BK320,classic,ST101,ST108,2024-02-14 11:20:00,2024-02-14 11:33:53,13.9,9.42,completed,0.03460805832461491,False,3.0884608058324616
TR10455,USR1001,casual,BK327,classic,ST103,ST101,2024-03-28 14:30:00,2024-03-28 14:32:00,2.0,9.92,completed,0.11683990294843889,False,1.3116839902948438
TR10456,USR1003,member,BK295,classic,ST102,ST108,2024-11-03 10:54:00,2024-11-03 11:21:09,27.2,12.21,cancelled,0.023043389616110303,False,2.177152169480806
TR10457,USR1053,member,BK336,electric,ST114,ST108,2024-01-08 08:47:00,2024-01-08 08:56:37,9.6,1.33,completed,0.05131211920199831,False,3.6676968178802998
TR10458,USR1174,member,BK329,classic,ST103,ST107,2024-05-20 17:36:00,2024-05-20 17:42:49,6.8,11.49,completed,0.14971625855931653,False,3.0524574387838976
TR10459,USR1162,member,BK227,classic,ST107,ST106,2024-12-06 19:25:00,2024-12-06 20:03:04,38.1,11.6,completed,0.03699838949197564,False,10.078049758423795
TR10460,USR1141,member,BK329,classic,ST101,ST108,2024-01-13 12:27:00,2024-01-13 12:32:47,5.8,7.81,completed,0.03460805832461491,False,0.4657304029162307
TR10461,USR1156,casual,BK253,electric,ST105,ST110,2024-11-13 21:23:00,2024-11-13 22:06:36,43.6,12.03,completed,0.04991894294754098,False,7.544991894294754
TR10462,USR1089,casual,BK312,electric,ST103,ST106,2024-01-30 22:24:00,2024-01-30 23:22:23,58.4,4.38,completed,0.11904213884167268,False,9.771904213884167
TR10463,USR1049,member,BK320,classic,ST112,ST112,2024-01-07 15:33:00,2024-01-07 15:40:59,8.0,13.72,completed,0.0,False,0.64
TR10464,USR1135,casual,BK307,classic,ST113,ST107,2024-11-26 07:27:00,2024-11-26 08:07:32,40.5,12.99,completed,0.06387139431701704,False,10.622080709147554
TR10465,USR1052,member,BK342,classic,ST110,ST107,2024-06-27 21:31:00,2024-06-27 22:09:13,38.2,12.15,,0.09944023101843555,False,3.0609720115509225
TR10466,USR1174,member,BK211,classic,ST110,ST102,2024-09-02 18:39:00,2024-09-02 19:28:05,49.1,14.41,completed,0.07430478004139128,False,12.558645717006208
TR10467,USR1163,casual,BK312,electric,ST109,ST104,2024-06-26 09:36:00,2024-06-26 09:53:53,17.9,9.26,completed,0.16933760013653099,False,5.5529006400204795
TR10468,USR1199,member,BK312,electric,ST113,ST102,2024-04-25 19:47:00,2024-04-25 20:16:51,29.9,5.76,cancelled,0.06825704467671839,False,8.237738556701506
TR10469,USR1014,casual,BK262,classic,ST113,ST101,2024-11-30 20:05:00,2024-11-30 20:15:45,10.8,13.01,completed,0.09290662931136935,False,2.6292906629311372
TR10470,USR1174,member,BK320,electric,ST101,ST107,2024-12-17 22:12:00,2024-12-17 23:45:00,93.0,5.85,completed,0.06676944680016574,False,7.443338472340009
TR10471,USR1134,casual,BK226,classic,ST108,ST105,2024-01-14 13:26:00,2024-01-14 13:33:11,7.2,1.56,completed,0.03566193103296973,False,2.083566193103297
TR10472,USR1089,member,BK346,classic,ST104,ST105,2024-10-17 10:15:00,2024-10-17 11:02:58,48.0,10.27,completed,0.1220758999352473,False,3.846103794996762
TR10473,USR1145,casual,BK280,electric,ST106,ST101,2024-12-15 11:16:00,2024-12-15 13:32:25,136.4,6.81,cancelled,0.033907111009347915,True,21.463390711100935
TR10474,USR1040,casual,BK253,classic,ST104,ST109,2024-07-03 07:08:00,2024-07-03 07:28:10,20.2,7.94,completed,0.16933760013653099,False,6.070400640020479
TR10475,USR1081,member,BK251,electric,ST100,ST101,2024-11-22 06:32:00,2024-11-22 07:02:34,30.6,4.96,completed,0.06826309410654922,False,2.4514131547053273
TR10476,USR1003,member,BK286,electric,ST109,ST108,2024-08-15 11:15:00,2024-08-15 11:21:37,6.6,11.38,completed,0.07911186921063063,False,0.5319555934605316
TR10477,USR1011,member,BK295,classic,ST104,ST110,2024-10-21 15:16:00,2024-10-21 16:05:24,49.4,13.06,completed,0.16183381738684804,False,3.9600916908693424
TR10478,USR1052,member,BK307,classic,ST109,ST106,2024-10-22 11:21:00,2024-10-22 11:59:08,38.1,13.35,completed,0.10406607771027061,False,3.0532033038855135
TR10479,USR1199,member,BK330,electric,ST114,ST111,2024-10-24 11:19:00,2024-10-24 12:02:56,43.9,0.51,completed,0.016389647952289345,False,3.5128194823976147
TR10480,USR1008,casual,BK261,classic,ST108,ST106,2024-11-11 08:29:00,2024-11-11 08:43:26,14.4,14.67,completed,0.0266113006070721,False,4.7439916950910614
TR10481,USR1047,casual,BK262,electric,ST101,ST106,2024-05-01 22:37:00,2024-05-01 22:46:39,9.7,2.88,completed,0.033907111009347915,False,2.4583907111009347
TR10482,USR1007,member,BK291,classic,ST111,ST101,2024-10-17 06:51:00,2024-10-17 07:40:59,50.0,2.22,completed,0.06849815642774768,False,4.003424907821388
TR10483,USR1128,member,BK261,classic,ST110,ST112,2024-02-23 13:25:00,2024-02-23 13:42:55,17.9,11.66,cancelled,0.141130306855044,False,1.4390565153427521
TR10484,USR1145,member,BK331,electric,ST111,ST104,2024-11-22 17:14:00,2024-11-22 18:06:40,52.7,14.31,completed,0.07323195609158718,False,13.368484793413739
TR10485,USR1040,member,BK330,electric,ST101,ST112,2024-03-21 10:11:00,2024-03-21 10:50:47,39.8,11.22,completed,0.07757382750644354,False,3.187878691375322
TR10486,USR1081,member,BK327,classic,ST101,ST105,2024-02-14 06:22:00,2024-02-14 07:37:18,75.3,3.54,completed,0.0655530579759673,False,6.027277652898799
TR10487,USR1089,member,BK227,electric,ST106,ST110,2024-07-03 10:01:00,2024-07-03 10:37:02,36.0,2.08,,0.07479924919409085,False,2.8837399624597047
TR10488,USR1153,member,BK333,electric,ST102,ST106,2024-02-03 06:40:00,2024-02-03 06:58:56,18.9,11.31,cancelled,0.00757439165874099,False,1.512378719582937
TR10489,USR1094,member,BK329,electric,ST112,ST113,2024-06-28 11:38:00,2024-06-28 12:02:08,24.1,12.46,completed,0.1667215234335353,False,1.936336076171677
TR10490,USR1110,casual,BK261,classic,ST114,ST114,2024-06-18 17:55:00,2024-06-18 18:17:04,22.1,8.13,completed,0.0,False,6.472499999999999
TR10491,USR1047,casual,BK327,classic,ST109,ST101,2024-05-06 09:49:00,2024-05-06 10:42:47,53.8,5.47,completed,0.08678809469621979,False,13.61801821420443
TR10492,USR1043,casual,BK229,classic,ST104,ST110,2024-04-26 11:40:00,2024-04-26 11:42:06,2.1,2.63,completed,0.16183381738684804,False,1.3311833817386847
TR10493,USR1070,member,BK346,classic,ST108,ST111,2024-11-13 14:03:00,2024-11-13 15:08:06,65.1,2.84,,0.06760847610322246,False,5.21138042380516
TR10494,USR1062,member,BK333,classic,ST106,ST112,2024-05-31 15:44:00,2024-05-31 16:36:18,52.3,11.07,completed,0.11147429562459679,False,4.18957371478123
TR10495,USR1189,casual,BK327,electric,ST112,ST114,2024-05-11 20:42:00,2024-05-11 20:44:00,2.0,5.05,completed,0.1296627695215529,False,1.3129662769521553
TR10496,USR1189,member,BK261,classic,ST109,ST113,2024-04-01 22:17:00,2024-04-01 23:01:12,44.2,3.26,cancelled,0.12552883683441013,False,3.542276441841721
TR10497,USR1103,casual,BK329,classic,ST107,ST114,2024-05-10 16:48:00,2024-05-10 17:35:10,47.2,5.77,completed,0.012820123712352386,False,8.081282012371235
TR10498,USR1130,member,BK320,electric,ST112,ST105,2024-11-13 06:48:00,2024-11-13 06:50:00,2.0,1.41,completed,0.13959318368745596,False,0.1669796591843728
TR10499,USR1062,member,BK227,electric,ST103,ST106,2024-08-20 19:42:00,2024-08-20 19:44:59,3.0,9.15,completed,0.11904213884167268,False,2.192856320826251
TR10500,USR1003,casual,BK227,electric,ST112,ST109,2024-01-02 19:43:00,2024-01-02 19:59:06,16.1,13.52,completed,0.09132251201647473,False,5.136198376802471
TR10501,USR1014,casual,BK261,classic,ST109,ST104,2024-10-30 09:39:00,2024-10-30 09:41:00,2.0,14.67,completed,0.16933760013653099,False,1.9754006400204795
TR10502,USR1136,member,BK244,classic,ST103,ST103,2024-07-05 19:02:00,2024-07-05 19:18:56,16.9,10.66,cancelled,0.0,False,5.302499999999999
TR10503,USR1032,casual,BK295,electric,ST113,ST105,2024-07-10 09:21:00,2024-07-10 09:23:51,2.9,12.71,completed,0.027420019328947238,False,2.156613002899342
TR10504,USR1036,member,BK262,electric,ST105,ST103,2024-06-03 16:36:00,2024-06-03 17:13:29,37.5,12.79,completed,0.10279350869096714,False,3.0051396754345485
TR10505,USR1053,casual,BK258,electric,ST104,ST108,2024-09-27 08:28:00,2024-09-27 08:36:26,8.4,8.01,completed,0.10968386886866972,False,3.4064525803303
TR10506,USR1008,member,BK235,electric,ST102,ST106,2024-01-14 19:09:00,2024-01-14 20:15:32,66.5,8.15,completed,0.00757439165874099,False,16.46363615874881
TR10507,USR1080,member,BK333,classic,ST113,ST114,2024-09-13 17:38:00,2024-09-13 18:00:56,22.9,2.91,completed,0.06568961841874421,False,6.662353442762811
TR10508,USR1105,member,BK228,electric,ST100,ST109,2024-12-19 11:07:00,2024-12-19 11:16:57,10.0,7.56,completed,0.09319737786010675,False,0.8046598688930053
TR10509,USR1102,member,BK227,classic,ST111,ST104,2024-08-15 15:20:00,2024-08-15 16:00:53,40.9,3.19,completed,0.07323195609158718,False,3.275661597804579
TR10510,USR1064,member,BK258,electric,ST105,ST104,2024-08-23 12:19:00,2024-08-23 13:22:59,64.0,7.78,completed,0.1220758999352473,False,5.126103794996762
TR10511,USR1100,casual,BK307,classic,ST111,ST109,2024-05-24 11:23:00,2024-05-24 11:32:48,9.8,10.25,completed,0.14585251955657139,False,2.484585251955657
TR10512,USR1087,casual,BK315,classic,ST100,ST110,2024-01-18 17:47:00,2024-01-18 17:50:01,3.0,4.2,cancelled,0.13691747591158446,False,2.1955376213867375
TR10513,USR1174,member,BK333,classic,ST106,ST101,2024-02-26 13:22:00,2024-02-26 13:25:08,3.1,1.15,completed,0.033907111009347915,False,0.24969535555046743
TR10514,USR1122,casual,BK300,classic,ST103,ST102,2024-09-02 19:23:00,2024-09-02 19:47:00,24.0,13.33,completed,0.11591545755851485,False,6.917387318633777
TR10515,USR1189,member,BK346,electric,ST103,ST100,2024-01-13 13:24:00,2024-01-13 13:32:23,8.4,9.65,completed,0.14401080976787842,False,0.679200540488394
TR10516,USR1039,member,BK226,classic,ST100,ST111,2024-10-06 07:52:00,2024-10-06 07:55:00,3.0,2.99,completed,0.1313490826195598,False,2.194702362392934
TR10517,USR1102,casual,BK323,classic,ST102,ST109,2024-04-13 17:01:00,2024-04-13 17:03:00,2.0,14.47,completed,0.09810746335014421,False,1.9647161195025216
TR10518,USR1003,casual,BK251,classic,ST109,ST107,2024-07-22 21:22:00,2024-07-22 21:43:47,21.8,11.61,completed,0.14050924284544408,False,4.284050924284544
TR10519,USR1190,casual,BK312,electric,ST108,ST104,2024-06-26 20:41:00,2024-06-26 20:57:10,16.2,10.21,completed,0.10968386886866972,False,3.440968386886867
TR10520,USR1070,casual,BK285,classic,ST103,ST110,2024-04-17 10:22:00,2024-04-17 10:31:52,9.9,7.29,completed,0.054492308778395684,False,2.49044923087784
TR10521,USR1001,casual,BK270,classic,ST112,ST114,2024-03-08 13:15:00,2024-03-08 13:56:19,41.3,5.11,completed,0.1296627695215529,False,7.207966276952154
TR10522,USR1011,member,BK227,electric,ST111,ST107,2024-04-08 10:33:00,2024-04-08 11:41:29,16.3,11.4,,0.009099412948097053,False,1.304454970647405
TR10523,USR1190,casual,BK258,classic,ST104,ST100,2024-03-11 14:07:00,2024-03-11 15:11:18,64.3,14.96,completed,0.10969716541460797,False,10.65596971654146
TR10524,USR1189,casual,BK283,classic,ST105,ST102,2024-01-10 17:53:00,2024-01-10 19:34:47,101.8,9.82,completed,0.04161141401106151,True,24.411241712101656
TR10525,USR1136,member,BK295,electric,ST102,ST108,2024-03-01 16:34:00,2024-03-01 16:53:33,19.6,9.98,completed,0.023043389616110303,False,1.5691521694808055
TR10526,USR1088,member,BK315,classic,ST101,ST114,2024-01-28 15:15:00,2024-01-28 15:17:00,2.0,4.85,completed,0.05395769440960257,False,0.16269788472048013
TR10527,USR1047,member,BK295,classic,ST110,ST107,2024-06-22 15:53:00,2024-06-22 15:57:06,4.1,9.17,completed,0.09944023101843555,False,0.3329720115509217
TR10528,USR1135,member,BK280,classic,ST106,ST106,2024-02-18 13:54:00,2024-02-18 14:33:54,39.9,7.87,completed,0.0,False,3.192
TR10529,USR1023,member,BK261,electric,ST100,ST111,2024-03-20 20:12:00,2024-03-20 21:01:56,49.9,7.12,completed,0.1313490826195598,False,3.998567454130978
TR10530,USR1153,member,BK346,electric,ST101,ST108,2024-08-29 22:11:00,2024-08-29 22:30:56,19.9,6.55,cancelled,0.03460805832461491,False,1.5937304029162307
TR10531,USR1189,member,BK226,classic,ST114,ST106,2024-06-04 21:36:00,2024-06-04 21:48:50,12.8,7.79,cancelled,0.02540783825908858,False,1.0252703919129544
TR10532,USR1040,member,BK323,classic,ST103,ST103,2024-11-03 18:43:00,2024-11-03 18:49:27,6.5,2.91,completed,0.0,False,2.9625000000000004
TR10533,USR1032,casual,BK307,electric,ST109,ST108,2024-08-18 10:57:00,2024-08-18 11:12:25,15.4,10.79,,0.07911186921063063,False,3.317911186921063
TR10534,USR1122,casual,BK295,electric,ST106,ST113,2024-03-25 22:08:00,2024-03-25 22:10:00,2.0,0.78,completed,0.06304988587618233,False,1.3063049885876183
TR10535,USR1014,member,BK346,classic,ST103,ST101,2024-06-09 18:13:00,2024-06-09 18:36:30,23.5,8.74,completed,0.11683990294843889,False,6.805025985442267
TR10536,USR1189,casual,BK328,classic,ST108,ST100,2024-03-11 21:55:00,2024-03-11 23:01:50,66.8,1.23,completed,0.0969334706383672,False,11.029693347063835
TR10537,USR1070,casual,BK262,classic,ST114,ST105,2024-02-26 06:00:00,2024-02-26 06:22:08,22.1,12.4,completed,0.04722396683888792,False,4.319722396683888
TR10538,USR1026,member,BK300,classic,ST112,ST106,2024-06-20 18:33:00,2024-06-20 18:42:01,9.0,14.52,,0.11147429562459679,False,3.541721144343689
TR10539,USR1043,member,BK291,classic,ST101,ST102,2024-07-29 12:53:00,2024-07-29 12:57:24,4.4,14.43,completed,0.026625732703536912,False,0.3533312866351769
TR10540,USR1088,casual,BK261,classic,ST103,ST102,2024-01-17 10:38:00,2024-01-17 11:28:28,50.5,14.36,completed,0.11591545755851485,False,8.586591545755851
TR10541,USR1053,casual,BK251,classic,ST108,ST104,2024-06-06 17:03:00,2024-06-06 17:26:06,23.1,3.8,completed,0.10968386886866972,False,6.7139525803303
TR10542,USR1001,member,BK265,electric,ST111,ST101,2024-01-17 16:34:00,2024-01-17 16:36:00,2.0,13.49,completed,0.06849815642774768,False,0.16342490782138738
TR10543,USR1133,casual,BK330,classic,ST102,ST105,2024-10-09 18:11:00,2024-10-09 18:41:33,30.6,3.22,completed,0.04161141401106151,False,8.391241712101658
TR10544,USR1162,casual,BK320,classic,ST106,ST111,2024-12-07 21:45:00,2024-12-07 21:47:04,2.1,10.75,completed,0.04178677691567008,False,1.319178677691567
TR10545,USR1000,casual,BK329,classic,ST114,ST113,2024-06-10 12:35:00,2024-06-10 12:37:25,2.4,7.14,completed,0.06568961841874421,False,1.3665689618418744
TR10546,USR1136,casual,BK243,classic,ST101,ST104,2024-08-07 09:38:00,2024-08-07 11:02:59,85.0,6.93,completed,0.08416475265216294,False,20.637624712897825
TR10547,USR1105,casual,BK261,classic,ST112,ST105,2024-11-06 09:14:00,2024-11-06 09:26:12,12.2,5.63,completed,0.13959318368745596,False,4.265938977553118
TR10548,USR1174,casual,BK312,classic,ST105,ST111,2024-12-24 07:09:00,2024-12-24 07:27:28,18.5,9.79,completed,0.05924607507675207,False,5.6713869112615125
TR10549,USR1040,member,BK211,electric,ST106,ST106,2024-04-28 07:05:00,2024-04-28 07:21:56,16.9,14.8,completed,0.0,False,5.302499999999999
TR10550,USR1103,member,BK285,electric,ST104,ST101,2024-01-03 15:50:00,2024-01-03 15:52:00,2.0,3.39,completed,0.08416475265216294,False,0.16420823763260814
TR10551,USR1094,member,BK229,classic,ST106,ST107,2024-01-17 11:18:00,2024-01-17 11:31:14,13.2,10.71,completed,0.03699838949197564,False,1.0578499194745987
TR10552,USR1070,member,BK285,electric,ST102,ST102,2024-11-19 10:39:00,2024-11-19 11:10:31,31.5,5.7,completed,0.0,False,2.52
